chr	start	end
chr8	105454451	105455060
chr8	143734901	143735260
chr2	129289501	129289710
chr13	58201701	58202160
chr7	158820251	158820510
chr10	100931901	100932310
chr2	135223701	135224110
chr12	25744151	25744360
chr15	43577701	43578210
chr6	57054901	57055260
chr3	177495551	177495910
chr21	45758101	45758460
chr2	233190651	233191010
chr1	180447301	180447710
chr2	28619651	28620060
chr19	584301	584860
chr2	15198151	15198560
chr11	838301	838810
chr17	38375301	38375610
chr17	43296251	43296710
chr3	173843101	173843460
chr21	26979701	26980160
chr7	155172751	155173210
chr1	6094451	6094910
chr19	18599601	18600010
chr7	372451	373110
chr19	5515851	5516010
chr7	116449751	116450160
chr5	94574651	94575060
chr2	233626001	233626410
chr4	74730001	74730560
chr2	71327551	71328010
chr19	40333051	40333410
chr8	60214701	60214960
chr15	54100301	54100710
chr5	14685751	14686210
chr22	39687501	39687860
chr19	6125451	6125960
chr7	73021151	73021860
chr10	95048751	95049260
chr2	1550701	1551060
chr1	54414651	54415160
chr10	34538651	34538910
chr1	156435451	156435960
chrX	70190501	70190810
chr21	45138551	45139010
chr11	59383001	59383210
chr17	48707901	48708410
chr3	131753701	131754110
chr12	122469451	122469910
chr3	181666151	181666460
chr6	163591301	163591710
chr8	10913401	10913760
chr1	94278601	94278860
chr15	61459601	61460010
chr22	19705351	19705960
chr7	149186501	149186860
chr2	208176001	208176260
chr9	34994351	34994860
chr19	19471851	19472310
chr15	44061801	44062210
chr3	190056951	190057310
chr8	97273901	97274110
chr3	24624501	24624860
chr1	240116201	240116660
chr15	40212901	40213160
chr2	143398201	143398560
chr1	218454601	218454960
chr3	129548401	129548760
chr22	38494101	38494210
chr9	68415151	68416260
chr11	44999051	44999160
chr8	128746001	128746660
chr6	150392101	150392660
chr17	78335401	78335660
chr20	31072901	31073460
chr9	124857451	124857960
chr17	72375501	72376010
chr2	133173401	133173560
chr12	39897301	39897660
chr2	27653251	27653510
chr11	76812201	76812560
chr17	7976851	7977410
chr4	48292351	48292810
chr9	79782251	79782660
chr2	173796451	173797110
chr12	58499601	58499910
chr17	72206451	72207010
chr7	101514051	101514460
chr3	146356551	146356860
chr3	111707901	111708360
chr6	33115851	33116260
chr16	67580701	67581360
chr12	133338701	133338960
chr11	67084851	67085460
chr17	80875601	80875860
chr14	50474051	50474360
chr8	33330601	33330960
chr17	1179401	1179810
chrX	65206101	65206460
chr10	77169151	77169360
chrX	104434801	104435360
chr17	41856401	41856810
chr7	95315451	95315810
chr11	12399451	12399860
chr8	21104301	21104610
chr19	42438951	42439460
chr16	66614451	66614760
chr7	120445901	120446410
chr1	46713951	46714010
chr2	230645401	230645960
chr7	105128451	105128810
chr19	49298251	49298910
chr6	147178501	147179060
chr20	43639651	43640160
chr2	183734951	183735260
chr12	122751501	122751810
chr14	37493451	37493710
chr3	189557651	189557710
chr8	139711151	139711410
chr3	32218651	32219810
chr17	39478501	39479010
chr3	167068101	167068410
chr19	2819501	2820160
chr1	229363001	229363810
chr8	119167701	119167960
chr7	33890851	33890860
chr3	155696151	155696460
chr10	61382051	61382510
chr1	24123251	24123610
chr15	99192301	99192560
chr20	60214301	60214560
chr3	8744251	8744560
chr5	172720801	172721410
chr9	129543951	129544560
chr6	99882801	99883260
chr2	19741701	19742010
chr4	110254151	110254360
chr9	17794251	17794560
chr1	219060951	219061310
chr18	57364351	57365060
chr18	25758351	25758560
chr4	15397751	15398260
chr11	63855801	63856160
chr2	91794601	91795210
chr3	185959601	185960010
chr2	45201201	45201610
chr1	35686601	35686960
chr18	7789801	7790260
chr9	137217851	137218110
chr9	4640051	4640410
chr6	151373551	151373860
chr1	246443801	246444310
chr3	122018751	122019110
chr16	67011501	67011960
chr18	11761601	11761960
chr4	154386801	154387010
chr2	73404301	73405110
chr7	23736501	23737010
chr12	132638251	132638860
chr4	119963051	119963510
chr10	120790001	120790410
chr15	89089751	89090210
chr12	85835551	85835910
chr8	130036151	130036510
chr3	185451651	185452060
chr15	52509351	52509710
chr4	62601	62760
chr20	5591351	5591810
chr17	21143001	21143360
chr15	91846051	91846460
chr15	42064901	42065360
chr12	49628051	49628660
chr1	191487051	191487260
chr12	53442251	53442660
chr11	45315151	45315510
chr13	103556001	103556510
chr15	77789101	77789710
chr4	154566401	154566660
chr16	4556301	4556810
chr2	96054801	96055360
chr5	149341501	149342060
chr22	32026651	32026910
chr1	151031851	151032610
chrX	134246101	134246560
chr6	33129201	33129610
chr1	229643751	229644060
chr4	184521351	184521710
chr7	27138051	27138310
chr4	138956851	138957310
chr5	98162901	98163260
chr2	131129851	131130510
chr17	42161551	42162010
chr6	138436901	138437410
chr5	127536951	127537560
chr12	63377501	63377660
chr1	53731801	53732060
chr9	98980251	98980910
chr3	53521501	53521610
chr10	24649401	24649860
chr1	232357651	232358160
chr6	134830401	134830560
chr11	2912501	2912760
chr6	159429551	159429960
chr14	54492351	54492810
chr8	57470351	57470860
chr22	38259451	38259860
chr17	41918151	41918410
chr17	65154251	65154560
chr20	39763701	39764460
chr5	178069501	178069960
chr19	42297001	42297460
chr3	128745951	128746360
chr19	48269051	48269560
chr2	148209651	148209660
chr5	93949301	93949610
chr3	15862601	15862610
chr8	8374901	8375010
chr1	116710951	116711410
chr5	20678751	20678960
chr7	79131501	79131810
chr19	49242051	49242610
chr16	28565251	28565810
chr21	33055501	33055660
chr5	96332951	96333360
chr4	41886501	41886810
chr15	101628901	101629460
chr17	80194151	80194660
chr14	58041651	58041960
chr12	88446451	88446860
chr12	117135201	117135410
chr8	133064001	133064560
chr1	201886401	201886710
chr13	21684851	21685310
chr20	42901101	42901260
chr8	105542551	105542860
chr16	17673201	17673410
chr4	139416101	139416410
chr2	86595351	86595810
chr2	233200251	233200410
chr1	98244401	98244510
chr5	108255651	108256010
chr11	122625251	122625610
chr9	33719651	33719860
chr7	43494551	43495060
chr16	48075851	48076160
chr15	67676301	67676510
chr15	59983401	59983810
chr17	73319151	73319560
chr5	145360251	145360660
chr4	76769351	76769810
chr21	39498701	39499210
chr19	6516801	6517360
chr3	123595801	123596010
chr6	27585401	27585760
chr2	84249901	84250410
chr14	59895551	59895760
chr10	113104651	113104910
chr14	91251901	91252110
chr3	153157601	153157910
chr17	25936601	25937060
chr20	43313701	43314260
chr5	112823101	112823310
chr9	91356251	91356660
chr1	218670001	218670310
chr1	242804351	242804560
chr2	65291901	65292360
chr1	59234851	59235460
chr1	205392301	205392910
chr7	91459301	91459710
chr7	49206101	49206410
chr2	96069151	96069260
chr11	9634701	9635260
chr1	41960901	41961660
chr8	101156001	101156660
chr14	86504701	86505160
chr8	145749851	145750460
chr15	85131101	85131660
chr21	30708001	30708260
chr7	30204051	30204510
chr10	13482401	13482910
chr19	17371601	17372110
chr11	17586251	17586560
chr8	38578851	38579360
chr15	80767951	80768260
chr2	46691501	46692010
chr20	32730601	32730910
chr12	69782101	69782560
chr10	88136851	88137460
chr1	203497351	203497610
chr1	153524851	153525160
chr19	18434001	18434360
chr2	47596451	47596710
chr14	22630901	22631260
chr15	66273151	66273610
chr5	172411251	172411710
chr19	44289351	44289910
chr17	2731651	2732160
chr16	88739151	88739460
chr11	47638601	47638960
chr5	89735501	89735910
chr8	120464051	120464760
chr12	121022301	121022710
chr11	108091801	108092010
chr1	11040351	11040710
chr20	43740501	43741060
chr19	17814651	17815060
chr1	228327401	228328210
chr7	127087501	127087760
chr16	29711751	29712210
chr8	107589851	107590310
chr5	57773651	57773910
chr2	196524951	196525460
chr8	53490201	53490710
chr4	47566351	47566810
chr10	105647951	105648510
chr15	67155051	67155660
chr2	65215651	65216210
chr8	21924151	21924810
chr10	91129201	91129710
chr4	14598601	14598810
chr1	26857601	26858060
chr17	65471401	65471960
chr8	124468251	124468510
chr17	2185551	2185960
chr7	150475701	150476260
chr9	998901	999210
chr6	107563051	107563410
chr19	49501251	49501660
chr1	26560201	26561160
chr2	164539251	164539660
chr2	164421801	164422010
chr15	43517551	43518060
chr13	71416451	71416710
chr8	145909551	145910110
chr1	43312051	43312460
chr22	19617351	19617960
chr1	162320251	162320360
chr11	70117051	70117310
chr2	183902901	183903560
chr8	54171651	54171760
chr9	31800001	31800410
chr2	220863601	220863860
chr15	57161801	57162160
chrX	16454651	16455110
chr1	144931551	144933260
chr10	98549401	98549760
chr20	60135551	60135810
chrX	112110901	112111110
chr5	167233851	167234260
chr3	171421801	171422210
chr16	11465601	11466010
chr21	46213201	46213660
chr1	220510751	220510810
chr11	14929151	14929760
chr9	89351001	89351210
chr5	130056001	130056510
chr4	84701551	84701910
chr20	5549651	5550110
chr5	116790401	116790760
chr20	8516051	8516460
chr2	101601201	101601760
chr15	30367451	30367860
chr12	111709851	111710210
chr6	25313101	25313460
chr8	22722251	22723110
chr9	73616651	73617160
chr19	58341501	58341810
chrX	32426551	32426860
chr12	4713751	4714310
chr2	202023001	202023460
chr20	35515501	35516010
chr15	79199951	79200410
chr15	43479751	43480160
chr6	53515951	53517160
chr3	101396051	101396410
chr20	48291401	48291710
chr7	107641851	107642060
chr1	27115601	27116110
chr3	113276251	113276510
chr3	136453351	136453560
chr13	109261701	109262110
chr9	132386401	132386910
chr12	57480401	57480660
chr2	74007101	74007560
chr9	130348701	130349160
chr10	11895601	11895810
chr17	62141101	62141460
chr2	240821651	240822110
chr14	104387651	104388210
chr6	167364801	167365260
chr3	82213101	82213360
chr5	175123501	175124010
chr9	80984501	80985010
chr18	48113101	48113460
chr13	111064501	111065010
chr14	104367301	104367810
chr3	193505901	193506260
chr1	207509201	207509510
chr5	134887401	134888110
chr4	71517801	71518210
chr2	191247551	191248010
chr11	18265251	18265760
chr1	9349001	9349510
chr2	176174501	176174910
chr14	71284301	71284960
chr8	141447851	141448060
chr10	29675251	29675710
chr3	128222001	128222210
chr19	5967851	5968410
chr4	43784451	43784760
chr10	95301701	95302160
chr16	84518201	84518610
chr2	70297951	70298360
chr9	134637701	134638260
chr15	68675751	68676210
chr11	104022101	104022560
chr1	82843151	82843560
chr3	7462801	7463060
chr11	102389501	102389710
chr2	213432301	213432760
chr18	74138601	74139060
chr2	60787851	60788360
chr3	134198401	134198760
chr19	628201	628510
chr1	156879801	156880610
chr21	33468801	33469210
chr6	43921501	43921810
chr16	56634251	56634710
chr4	54575951	54576110
chr1	119683651	119684010
chr13	51860501	51860960
chr3	167771051	167771160
chr4	1754301	1754460
chr7	150020401	150020810
chr5	135402551	135402860
chr3	100035401	100035760
chr11	13487401	13487860
chr20	14722401	14722510
chr6	32383201	32383610
chr4	158147301	158147510
chr11	97481001	97481360
chr16	77816601	77817010
chr1	242956751	242956960
chr4	163692351	163692560
chrX	153189601	153189810
chr19	3308201	3308460
chr21	31641001	31641110
chr13	76450501	76450960
chr14	34792101	34792710
chr22	25168501	25168860
chr12	10826551	10827160
chr15	39875601	39876060
chr19	3821851	3822310
chr15	55401001	55401460
chr1	171454051	171455110
chr6	33935851	33936060
chr11	10915451	10915610
chr3	185378151	185378660
chr19	4352551	4353160
chr12	58153101	58153610
chr1	228496801	228497060
chr4	37604551	37605060
chrX	96701301	96701660
chr18	3643751	3644010
chr7	150705751	150706210
chr9	36873201	36873710
chr5	126376701	126376760
chr5	111034201	111034360
chrX	149371351	149371560
chr8	26519301	26519910
chr15	72963151	72963710
chr12	90102401	90102760
chr19	59025151	59025710
chr9	94173751	94174010
chr10	25971251	25971410
chr6	139690601	139691060
chr14	53684201	53684660
chr7	122525651	122525960
chr18	70487201	70487310
chr17	6904851	6905310
chr8	76169451	76169910
chr7	34205551	34205960
chr19	50860251	50860760
chr10	81818601	81818960
chr3	50408101	50408310
chr1	222407351	222407360
chr4	4680001	4680310
chr14	45895851	45896310
chr1	33085751	33086010
chr10	105352451	105352910
chr5	149729951	149730510
chr3	196729501	196730260
chr17	54731251	54731710
chr11	121317601	121317910
chr20	48785801	48786310
chr15	101829051	101829560
chr1	101333901	101334360
chr13	98501551	98501960
chr11	31509401	31509760
chr20	56229251	56229760
chr6	77834501	77834660
chr2	202101051	202101510
chr7	4681101	4681360
chr13	114444951	114445210
chr5	52777801	52778060
chr7	158838651	158838810
chr20	61075101	61075660
chr5	164399101	164399260
chr21	27253951	27254560
chr7	156613301	156613360
chr5	42889401	42889860
chr1	209556951	209557660
chr22	19741151	19741210
chr11	76170151	76170760
chr1	180484901	180485460
chr17	76015401	76015860
chr20	21596151	21596660
chr21	46556951	46557460
chr8	22530301	22530960
chr22	31741651	31742210
chr12	109278101	109278610
chr3	171490201	171490660
chr10	49571501	49572010
chr2	69941751	69942160
chr3	73150151	73150660
chr20	5509451	5510760
chr8	141477201	141477760
chr1	220960051	220960560
chr4	141559001	141559410
chrX	152736251	152736710
chr20	52679201	52679710
chr6	96371401	96371760
chr2	206768501	206768810
chr7	97011201	97011410
chr17	78865701	78865910
chr5	56391251	56391610
chr1	234742751	234743360
chr12	69265701	69266060
chr6	150464701	150464960
chr11	71291101	71291610
chr9	118929001	118929360
chr11	101845151	101845310
chr5	56291851	56292460
chr15	64237401	64237960
chr12	25363801	25364210
chr6	126682151	126682560
chr9	124202551	124202910
chr1	32879551	32879960
chr1	208376701	208377010
chr3	25598101	25598210
chr4	78803101	78803360
chr16	12161651	12162160
chr6	113735701	113736060
chr1	161199701	161200060
chr5	172999901	173000560
chr9	130285701	130286060
chr2	215825401	215825810
chrX	134730451	134730810
chr3	113345551	113346010
chr3	125301651	125301810
chrX	17708151	17708610
chr1	229477101	229477360
chr17	66530251	66530610
chrX	19390301	19390760
chr21	22376001	22376410
chr1	156675501	156676310
chr15	71740901	71741410
chr21	34216951	34217260
chr11	61213551	61214110
chr6	43354201	43354610
chr16	67548251	67548660
chr1	51169651	51170110
chr14	72322101	72322660
chr1	21661001	21661610
chr9	86329301	86329610
chr2	170733951	170734260
chr7	34321001	34321210
chr1	10554601	10555510
chr8	28181751	28182260
chr2	81877801	81877960
chr6	105879051	105879510
chr3	27353501	27353960
chr17	73650301	73650510
chr3	167590801	167591060
chr10	105472601	105473060
chr3	179485801	179486160
chr2	146509901	146510460
chr7	149359601	149360060
chr10	126218601	126219160
chr20	15680101	15680410
chr19	11593251	11593860
chr8	144594601	144595310
chr4	7595751	7596010
chr5	132012951	132013410
chr12	76741701	76742510
chr12	13069101	13069610
chr3	124000601	124000960
chr2	239421951	239422410
chr10	74927801	74928160
chr20	6610301	6610510
chr6	152593401	152593610
chr16	72158701	72159160
chr13	33155301	33155760
chr17	38514701	38515160
chr9	136658051	136658560
chr10	91185951	91186460
chr19	55803301	55803710
chr7	100835701	100836160
chr7	30212651	30213060
chr1	32181201	32181660
chr8	131550401	131550710
chr22	22302051	22302310
chr20	4587701	4588310
chr10	89891501	89891910
chr3	113544101	113544360
chr20	653701	654060
chr3	172313851	172314310
chr16	67490251	67490560
chr1	230023051	230023410
chr9	133307701	133308160
chr3	168565101	168565460
chr5	150699001	150699260
chr1	100173051	100173510
chr1	60554401	60554660
chr1	235416051	235416060
chr22	41799701	41800260
chr1	167502801	167503610
chr9	86876001	86876510
chrX	23825601	23826060
chr7	38110251	38110610
chr18	47294351	47294810
chr17	29153001	29153360
chr7	91582951	91583360
chr12	123350201	123350560
chr1	231003801	231004060
chr8	139698751	139699060
chr19	38210551	38211010
chr22	38077451	38078010
chr16	12066001	12066210
chr11	78871851	78872260
chr9	99204051	99204510
chr11	125985851	125986160
chr14	38343801	38344310
chr13	60970801	60971360
chr11	58864651	58864960
chr3	188548751	188549110
chr8	39853201	39853510
chr4	176868251	176868660
chr15	66911401	66911910
chr5	79982601	79982860
chr11	106592101	106592510
chr1	202070501	202070610
chr17	65775101	65775560
chr3	102392301	102392760
chr20	50384051	50384410
chr10	52420001	52420210
chr14	91526451	91526860
chr13	29253751	29254160
chr2	55242051	55242510
chr2	175870101	175870360
chr17	38457651	38457910
chr12	22596301	22596760
chr12	122062501	122063010
chr7	129304201	129304860
chr11	119512701	119513160
chr4	12853851	12854310
chr1	91316901	91317460
chr10	54355051	54355460
chr3	63979251	63979710
chr9	35727001	35727210
chr2	71509651	71510010
chr2	211202051	211202110
chr9	130288051	130288460
chr16	2820351	2820860
chr3	137833751	137834210
chr10	74091601	74092010
chr4	75857901	75858460
chr14	100769401	100769910
chr6	27125101	27126110
chr18	63605851	63606160
chr12	2166351	2166760
chr17	37732451	37732860
chr10	24931751	24932210
chr19	9957701	9958210
chr19	17623001	17623310
chr1	201011851	201012660
chr4	120375851	120376060
chr18	77156401	77156710
chr4	89997451	89997660
chr5	172068001	172069160
chr10	75157801	75158110
chr5	159260251	159260310
chrX	139223601	139224010
chr22	32598351	32598810
chr12	106676101	106676610
chr7	826001	826460
chr6	36692351	36692810
chr17	26075151	26075410
chr3	166820001	166820210
chr6	33093901	33094260
chr19	50220701	50221110
chr1	116523851	116524410
chr3	56076351	56076810
chr6	31680101	31680410
chr1	968301	968610
chr4	159771901	159772410
chr7	151393851	151394510
chr2	91793501	91793660
chr8	103705001	103705210
chrX	119903801	119904210
chr6	57431151	57431310
chr6	3991051	3991560
chr19	7445451	7445910
chr2	12856651	12856960
chr12	71233401	71233610
chr12	102311501	102311910
chr3	171758451	171758810
chr9	18442551	18443060
chr2	182607501	182607960
chr4	44496001	44496410
chr2	119992101	119992510
chr17	7893351	7893910
chr2	176147051	176147460
chr6	160676001	160676060
chr5	102983901	102984110
chr7	135388901	135389210
chr16	50360901	50361310
chr7	75272201	75272610
chr5	49736451	49736810
chrX	40403001	40403560
chr3	163194001	163194310
chr1	208410601	208410960
chr12	91502801	91503260
chr18	741751	742260
chr17	77269101	77269360
chr11	61543901	61544360
chr2	63714151	63714410
chr10	89416151	89416660
chr2	3447601	3447760
chr18	322601	322810
chr3	38159401	38159910
chr8	130694051	130694710
chr1	144859801	144860010
chr5	147314501	147315060
chrX	22003301	22003910
chr5	150052101	150052310
chr22	38092651	38093010
chr13	43769751	43770060
chr20	43858151	43858610
chr5	141133701	141133860
chr15	29861051	29861360
chr1	234634501	234635460
chr1	245028901	245029160
chr4	7196151	7196510
chr8	15663601	15663860
chr1	154451051	154451560
chr11	43598701	43598860
chr12	120934451	120934710
chr17	32498251	32498610
chr3	178152351	178152560
chr1	9762301	9762660
chr10	42408151	42408460
chr1	110042501	110042910
chr1	170658551	170659110
chr13	25861351	25861960
chr7	26707051	26707610
chr17	49513001	49513410
chr19	18302701	18303060
chr14	102562751	102563310
chr4	31372451	31372910
chr17	48171401	48172260
chr3	78189501	78189710
chr6	36270051	36270760
chr6	84127601	84128010
chr19	1453451	1453710
chrX	47504151	47504460
chr22	29426151	29426460
chr2	43358401	43359160
chr7	38473551	38473910
chr8	54721301	54721760
chr8	87368851	87369310
chr7	17720451	17720910
chr5	151031501	151032060
chr1	109186151	109186560
chr1	229981501	229981860
chr11	19098401	19099010
chr7	119977301	119977760
chr19	45074051	45074560
chr14	23734301	23734710
chrX	69884601	69885010
chr2	74406201	74406460
chr14	96574401	96574760
chr19	42101651	42102060
chr2	202660551	202661010
chr12	133095951	133096310
chr6	76256151	76256510
chr16	83389751	83390210
chr8	76560351	76560810
chrX	40974301	40974860
chr5	175156601	175157360
chr22	32924751	32925310
chr20	23422351	23423010
chr14	87369801	87370260
chr19	43837251	43837710
chr8	48227801	48228160
chr3	59038501	59038960
chr6	37659651	37660210
chr4	108074451	108074610
chr11	67973501	67974060
chr14	94889801	94890210
chr20	45221301	45221610
chr7	23145901	23146060
chr9	75814851	75815210
chr6	20183501	20183710
chr4	76579051	76579410
chr6	44623151	44623710
chr8	74361351	74361760
chr18	46478101	46478310
chr4	154006201	154006760
chr9	15104751	15105210
chr13	103378851	103379160
chr9	36110551	36110710
chr1	43424001	43424310
chr10	14993701	14993760
chr15	84049351	84049810
chr5	35926501	35927010
chr1	184593301	184593610
chr5	89681951	89682310
chr3	53106551	53107260
chr17	71994701	71995160
chr7	19161601	19162060
chr17	73851801	73852310
chr2	25599451	25600160
chr3	155761651	155761960
chr5	14871801	14872560
chr1	225760101	225760410
chr2	86054451	86054960
chr2	169562101	169562460
chr4	1550501	1550960
chr4	186392401	186392860
chr6	10510751	10511160
chr9	140339651	140340160
chr11	12068801	12069410
chr4	62850351	62850460
chr2	108686051	108686310
chr17	57082151	57082660
chr1	63529151	63529360
chr5	137114551	137115160
chr9	115665351	115665810
chr1	81720301	81720460
chr16	67280001	67280460
chr6	119606101	119606360
chr11	14991351	14991810
chr15	86383701	86384210
chr5	86176551	86177060
chr11	109816851	109817360
chr15	52471701	52471860
chr12	49628901	49629360
chr2	27414351	27414810
chr12	52645801	52646260
chr2	172797451	172797760
chr8	143696051	143696310
chr1	84397301	84397760
chrX	117910151	117910260
chr7	29283951	29284260
chr17	55749201	55749810
chr3	139925651	139925860
chr1	111010351	111010610
chr1	145007801	145008710
chr10	24707451	24707810
chr3	136110451	136110860
chr16	58333651	58334060
chr3	31147801	31148060
chr5	166476001	166476510
chr5	162020901	162021260
chr14	100196201	100196810
chr12	84902301	84902710
chr1	179675401	179676010
chr1	29566851	29567060
chr17	6955351	6955760
chr10	113358201	113358660
chr6	38763401	38763660
chr5	98396001	98396610
chr8	103973701	103973910
chr5	115373151	115373410
chr1	14085701	14085810
chr5	126709801	126710160
chr13	33485651	33486060
chr11	103335301	103335410
chr20	387901	388410
chr5	172295551	172295810
chr20	35465101	35465460
chr9	72628851	72628960
chr14	31080101	31080610
chr22	32061551	32061960
chr15	23742801	23743160
chr11	128027501	128028260
chr1	32149601	32150010
chr5	139621801	139622010
chr17	655301	655960
chr13	97616001	97616410
chr15	99111601	99111910
chr6	8743401	8743660
chr21	25340901	25341310
chr9	21110951	21111310
chr6	109917151	109917510
chr6	40813351	40813760
chr7	120991851	120992060
chr3	127147501	127147810
chr4	40738901	40739310
chr9	11319401	11319860
chr4	55299851	55300210
chr4	160408251	160408810
chr11	129148651	129148860
chr11	90021301	90021760
chr6	129992951	129993210
chr1	110648651	110649160
chr5	150677551	150678060
chr7	95156651	95157210
chr12	93178851	93179260
chr17	33477951	33478460
chr18	31902701	31902960
chr7	96808701	96809210
chr19	54902501	54903060
chr4	110899051	110899460
chr16	85120251	85120760
chr2	17938601	17938910
chr15	80877851	80878410
chr6	31095851	31096260
chr3	169906901	169907310
chr1	180200801	180201060
chr17	5490701	5491210
chr1	203185101	203185960
chr7	120365451	120365910
chr5	52721901	52722160
chr17	67605551	67606110
chr5	135040901	135041060
chr1	6101501	6101910
chr16	47175501	47176060
chr8	49534251	49534610
chr6	32935301	32935710
chr5	11075201	11075310
chr12	98766701	98767160
chr7	129736301	129736610
chr4	169754201	169754560
chr10	105969351	105969760
chr1	210771101	210771260
chr7	14523351	14523610
chr1	205446551	205447360
chr11	118970901	118971410
chr2	1773451	1773960
chr5	147686101	147686310
chr9	94741051	94741360
chr10	94839951	94840510
chr1	31252301	31252860
chr1	225842801	225843060
chr1	21543351	21543810
chr5	173754251	173754810
chr4	26062801	26063310
chr2	26539051	26539260
chr12	123722601	123723060
chr7	121859301	121859710
chr22	32751801	32752110
chr6	131855301	131855710
chr2	91763201	91764610
chr18	70320251	70320610
chr11	72193251	72193710
chr17	1786051	1786460
chr10	68685501	68685960
chr12	94723201	94723460
chr2	217004651	217004960
chr8	71751801	71752260
chr10	30236651	30237010
chr1	233804601	233804760
chr2	237969351	237969860
chr10	99674401	99674960
chr8	52438551	52439060
chr3	194947951	194948160
chr17	76130401	76130810
chr20	23330301	23330910
chr22	46751201	46751810
chr16	70563251	70563710
chr10	25927351	25927710
chr11	61103601	61104110
chr13	40745151	40745360
chr12	53902301	53902760
chr3	178864851	178865360
chr14	59822001	59822210
chr7	135099601	135100010
chr18	3261901	3262110
chr4	7772101	7772460
chr1	36615051	36615610
chr14	73938751	73939210
chr1	234679451	234679660
chr9	806551	807010
chr2	179626501	179626960
chr2	216418751	216419060
chr10	102758701	102759410
chr10	57876451	57876810
chr5	65794601	65794860
chr14	64477101	64477510
chr4	36160901	36161160
chr19	41313601	41313910
chr11	61938651	61939110
chr3	88252651	88253110
chr8	142036951	142037360
chr3	108943251	108943560
chr2	153717851	153718310
chr5	178979401	178979710
chr17	36740501	36741110
chr19	43423701	43424010
chr7	21806851	21807410
chr5	150158101	150159160
chr6	3126551	3127010
chr21	22474251	22474560
chr3	43197151	43197610
chr3	18336701	18337260
chr8	2672051	2672410
chr3	122661651	122662210
chr15	64238101	64238560
chr22	23296951	23297160
chr4	187508551	187509010
chr2	171943301	171943760
chr7	152108351	152109160
chr9	35522301	35522460
chr22	25424501	25424860
chr19	45454701	45455310
chr11	64685601	64685860
chr8	120653551	120654060
chr4	123852001	123852460
chr19	39260351	39260760
chr9	21434451	21434810
chr2	239615351	239615660
chr7	155088851	155089360
chr6	56435551	56435960
chr14	62304251	62304760
chr5	41696151	41696360
chr1	201424851	201425210
chr8	103822701	103823660
chr2	166810301	166811010
chr2	192386301	192386760
chrX	25038951	25039360
chr8	30776351	30776860
chr20	36531601	36532260
chr1	45390701	45391110
chr6	167785451	167785660
chr19	42044151	42044560
chr10	125343101	125343610
chr1	229253751	229253760
chr6	100449751	100450210
chr16	54691201	54691410
chrX	11551101	11551810
chr9	4987851	4988360
chr3	41490051	41490160
chr8	9686901	9687360
chr18	56431451	56431960
chr7	44415051	44415260
chr13	96486251	96487010
chr16	56547801	56548260
chr10	29879501	29880060
chr1	17766051	17766510
chr13	97996701	97997310
chr11	128826351	128826810
chr6	44119501	44120110
chr8	99306301	99306710
chr7	95348101	95348510
chr3	105405101	105405560
chr11	61202901	61203360
chr5	52083951	52084410
chr1	232002251	232003010
chr11	107870501	107870910
chr18	12237051	12237660
chr19	5826751	5826960
chr5	54455501	54456010
chr1	84326051	84326610
chr3	197529051	197529460
chr1	221163701	221164110
chr3	148673251	148673660
chr16	89883151	89883460
chr1	145003701	145004810
chr3	103513601	103513860
chr1	203671001	203671860
chr15	101459451	101459960
chr3	50556851	50557310
chr15	76935051	76935360
chr3	110799201	110799560
chr3	150643401	150643860
chr14	92377901	92378360
chr6	47748451	47748910
chr12	110776651	110776910
chr9	80512351	80512560
chr2	228797201	228797460
chr17	38169951	38170360
chr2	120417501	120418060
chr1	240987551	240987910
chr5	162916001	162916410
chr6	139456851	139457110
chr20	22664551	22665110
chr1	17313451	17313860
chr2	229265701	229266060
chr5	83746901	83747260
chr15	62363801	62364360
chr1	6948451	6948660
chr1	226250401	226250860
chr4	22899101	22899560
chr15	86775301	86775810
chr1	225662301	225663360
chr18	9366101	9366560
chr2	180275551	180276060
chr12	42984551	42984610
chr12	44711351	44711710
chr2	206799251	206799410
chrX	64923801	64924110
chr14	102990751	102991260
chr4	10539551	10540060
chr17	65289801	65290260
chr11	9187351	9187760
chr8	103663901	103664510
chr17	38324551	38325010
chr15	77316401	77317060
chr17	71251751	71252260
chr12	58739751	58740260
chr1	178313451	178314110
chr8	95485401	95485660
chr6	90078701	90079060
chr3	51753051	51753960
chr9	33778701	33779160
chr5	16666951	16667310
chr8	99175901	99176360
chr2	216898601	216899160
chr3	115538551	115539110
chr12	110337851	110338160
chr17	14204451	14204860
chr5	58330201	58330660
chr1	177882751	177883260
chr6	112940001	112940360
chr1	147171801	147172560
chr1	19506101	19506360
chr1	226315651	226315910
chr20	631701	631910
chr6	33809051	33809210
chr19	15666651	15667660
chr3	153970751	153971260
chr1	178210751	178211410
chr8	135844801	135845160
chr4	86395951	86396210
chr16	1420301	1420760
chr9	37972501	37972710
chr21	32470801	32471260
chr14	60531201	60531610
chr7	130443101	130443610
chr1	166944601	166945060
chr16	70687551	70688060
chr6	30415101	30415360
chr17	35866751	35867160
chr3	41240451	41240910
chr2	10587851	10588010
chr9	132244151	132244510
chr5	168543901	168544160
chr1	182368051	182368510
chr7	1543851	1544360
chr10	180801	181160
chr4	114276651	114277010
chr11	64053951	64054160
chr19	58125351	58125660
chr15	67341901	67342160
chr2	198318101	198318360
